,review,rating
453,Ukuran sesuai,5
454,Kualitas produk bagus.Â Modelnya keren ğŸ˜.Â Bahannya adem.,5
455,Kualitas produk bagus Jahitannya rapi Ukuran sesuai Nyaman dipakai Modelnya keren ğŸ˜ Bahannya adem,5
456,baguuussss ğŸ¥ºğŸ¥µ,5
457,Kualitas produk bagus Jahitannya rapi Ukuran sesuai Nyaman dipakai Modelnya keren ğŸ˜ Warnanya mantap Bahannya adem,5
458,Kualitas produk bagus.Â Jahitannya rapi.Â Ukuran sesuai.Â Nyaman dipakai.Â Tidak menerawang.Â Bahannya adem.Â Bahannya lembut.Â Bahan menyerap keringat.,5
459,bagusan,5
460,Kualitas produk bagus.Â Nyaman dipakai.,5
461,"okee sih,cuttingnya suka..sukses selalu",5
462,Kualitas produk bagus.Â Nyaman dipakai.Â Tidak menerawang.Â Bahan menyerap keringat.Â Modelnya keren ğŸ˜.Â Bahannya lembut.Â Warnanya mantap.Â Ukuran sesuai.Â Jahitannya rapi.Â Bahannya adem.,5
463,"Kualitas produk bagus.Â Nyaman dipakai.Â Bahannya adem.Â 

cobain beli 2 baju, ternyata oke banget.",5
464,Brand tag nya keren. Tapi ukuran lebar badan masih kurang lebar. Kualitas produk bagus Jahitannya rapi Nyaman dipakai Modelnya keren ğŸ˜ Warnanya mantap Bahannya lembut,4
465,Kualitas produk bagus.Â Jahitannya rapi.,5
466,Kualitas produk bagus.Â Nyaman dipakai.Â Bahannya adem.Â Bahannya lembut.,5
467,"Sumpah kebangetan banget kalo engga di kasih bintang 5, sukses terus boskuu",5
468,Kualitas produk bagus.Â Modelnya keren ğŸ˜.Â Jahitannya rapi.Â Warnanya mantap.Â Ukuran sesuai.Â Bahannya lembut.,5
469,Kualitas produk bagus Nyaman dipakai,5
470,Jahitan kurang rapi.,2
471,bagus bahannya halus  nnti pesan lgi,5
472,order ke 2,5
473,Kualitas produk bagus Bahannya adem Ukuran sesuai Nyaman dipakai Bahannya lembut Jahitannya rapi Tidak menerawang WORTH TO BUY BGT GA AKAN NYESEL BELI DISINI NEXT BAKAL ORDER LAGI ğŸ’˜ğŸ’˜ğŸ’˜,5
474,kurang panjang sihh,3
475,puas sekali barang nya bagus top pokoknya,5
476,"gede bgt ternyata, tp bahannya bagus, mantap",5
477,barang bagus sesuai pesanan,5
478,"bahan bagus, keren &amp; tidak panas
pokoknya enak &amp; adem
recommended bgt 
mantaplah ğŸ‘",5
479,"untuk tinggi badan 175cm mnrut saya udh pas bgt ini size xl.... dgn harga segini bahan lmyn, jahitan lmyn rapi juga",5
480,"as always good quality, repeat order ke sekian kali",5
481,mantapppp,5
482,mantappppp,5
483,"barang sampai dengan selamat, pengiriman cepat, seller nya juga ramah",5
484,"cutting bagus, mantab. kayanya jgn dimasukin mesin pengering.. bisa susut",5
485,"Seller tidak ada respon, minta gosend kapan di kirim kapan , udah tau minta instan , udah ajukan pembatalan malah d tolak , di chat gak d bales begitu paket udah d rumah baru di bales , gak amanah banget kalau gk sanggup jangan di terima lah , gak mau lagi beli di sini !!",1
486,puas,5
487,Biar bintang yang bicara,5
488,pembelian yang kesekian,5
489,bagus,5
490,"so far masih OK bahan and color nya. tapi kurang panjang aja ini sedikit, karena tinggi gue 178cm. overall COOL!",5
491,"puas, gk.nyesel pas. 
tinggi saya 168 berat 70. uk. L",5
492,Kaos tipis,3
493,Kainnya tebalğŸ‘ğŸ»,4
494,"Sizing nya beda gak konsisten padahal size sama, bahan pun beda warna beda feel. Respon sellernya bagus cepet, Sukses!",5
495,lumayan lahh,5
496,Bahan enak adem,4
497,"bagus, tebel",5
498,"bahan nya tebel, ga setipis lapisan epidermis",5
499,fast response buyer ramah,4
500,mantap,5
501,nice 2nd order very satisfied... success,5
502,bagus min,5
503,Mantap,5
504,puas banget ...kereeen...DTG CPT pokonya good ..mksh,5
505,barang bagus. Ukuran XL lokal.,5
506,ğŸ‘,5
507,"size M dan XL cuttingnya bagus, tapi size L lengannya pendek sendiri.",4
508,sepertinya tebal krn belum dibuka,5
509,sangatt puass dg ukuran XL ya buat saya tinggi 165 cm 67 kg ...bakal beli lagi,5
510,pembelian ke sekian kalinya. di tambah ada casback 30rb mantapp,5
511,"pengiriman, brg sptnya bagus tapi blm dibuka krn utk kado",5
512,"pengiriman, brg sptnya bagus tapi blm dibuka krn utk kado",5
513,"pengiriman, brg sptnya bagus tapi blm dibuka krn utk kado",5
514,"pengiriman, brg sptnya bagus tapi blm dibuka krn utk kado",5
515,"pengiriman, brg sptnya bagus tapi blm dibuka krn utk kado",5
516,cepat bahan nyaman beli lgi,5
517,udah smpe gan bagus bgd..,5
518,"bahan nya enak adem di badan, poko nya mantap",5
519,bagus,5
520,bagus,5
521,"kualitas bagus dan gak nyangka bakal sebagus itu, rekomendasi dah..",5
522,bagus eh kirain jelek sekalinya bagus,5
523,kaosnya tebel goodddd laaaağŸ˜,5
524,"Kainnya nyaman, bagus pokoknya",5
525,Mantul,5
526,mantap..barang bagus,5
527,bagus.,5
528,"Puas, bagus, saya suka",5
529,mantap,5
530,"kualitas kaosnya bagus, packing rapih",5
531,terima kasih banyak. kaosnya bagus,5
532,"Begini, kaosnya keren sih, harganya juga miring banget sampai hampir keguling. 

Terus yang bikin salute, admin-nya bales cepet banget. Lebih cepet dari balesan istriku. Ngirim pake GoSend ke Bandung Timur, udah sampai sebelum satu jam. Ngeri ngeri sedaaaaaaaaaaaap~",5
533,bahannya bagusss untuk harga segitu.. mantap dah,5
534,"sangat di anjurkan untuk membeli kaos polos disini, dijamin gk bakal kecewa sama barangnya",5
535,"Bagus bgt!! XL pas untuk ukuran 95KG an! bahan juga lembut, next time beli lagi yuhu:b",5
536,sempurna,5
537,barang nya bagus dan orang nya juga ramah cepat respon gak nyesal beli,5
538,bagus,5
539,Keren,5
540,bagus banget bahan nya,5
541,"kaos nya tebel, bagus adem juga.. benerÂ² oversize pengiriman juga cepat, ga nyesel sih beli disini ğŸ’œğŸ’œ",5
542,"kaos nya tebel, bagus adem juga.. benerÂ² oversize pengiriman juga cepat, ga nyesel sih beli disini ğŸ’œğŸ’œ",5
543,"Kaosnya bagus, adem, fast respon. Pengiriman cepat. Sukses",5
544,"Suka banget sama bahan nya,
Tp kenapa yg krem ga sebagus yg warna hijau ya",5
545,Warna bukan sama dengan deskripsi. ukuran tidak cocok. Ukuran tidak sama dengan Uniqlo/H&amp;M.,3
546,belum coba kelihatan sih bagus.,5
547,"pengiriman cepat, barang oke dan nyaman!",5
548,bahannya adem langsung tak pakai dari pagi sampe malam buat tidur sekalian,5
549,sesuai bintang kualitasnya,5
550,barang nya bagus bangettt suka pokonya auto pesen lagi ini mah,5
551,bahannya ga sesuai ekspektasi,3
552,Bahan nya bagus,5
553,,5
554,"bagus bahan nya, sukses terus, lancar terus rejekinya",5
555,SUMPAH ANJIM BAGUS BET YAK BAHANNYA HARGA MURAH PADAHAL ğŸ˜‚,5
556,pengiriman cepet tapi bajunya bagus cuma ya gitu hehe,4
557,"barang sesuai, bahan lumayanlah",5
558,bahan adem.. kualitas kain mantap.. thank u,5
559,"fast respon, pengiriman cepat mantab seperti angin..",5
560,,5
561,"bahan bagus banget,bahan juga lumayan tebel ya..gak bikin gerah juga ,like it pokok nya",5
562,Respon pengiriman cepat barang sesuai uraian produk,5
563,sip,5
564,"walau barang sampai h+1 dari perkiraan tokped, tapi saya puas sama barangnya. nih lagi saya pake. untuk saya yg punya bb 69kg dan tinggi 172cm, ukuran M udah jadi pilihan bagus. semoga ga mengkerut pas dicuci. overall keren kaosnyam saya beli 3. hitam 2 dan putih 1. top",5
565,biar lambat asal selamat....  sesuai pesanan.,5
566,"Suka dg ukuran, warna dan kwalitas barang.",5
567,Nice,5
568,Mantap bos ukuran L nih,5
569,"bagus, kaos cukup tebal, warna sesuai.",5
570,bagus..,5
571,parah sih tebal kainnya lembut gk nyesal suer,5
572,bener over size mantap,5
573,bagusssss bangettt donggg. baranggg nyampenya cepetttttt ğŸ˜ğŸ˜,5
574,"goks, suka Ama ukurannya pas, lehernya ga trlalu besar",5
575,keren,5
576,,5
577,"Barang nya sesuai kualitas, sayang
 warna yang dikirim gak sesuai permintaan",5
578,"pengiriman cepat, bahan dan kualitas bagus, harga terjangkau.",5
579,Pesan ke 2x,5
580,wokeh...,5
581,"bagus kualitas baju sesuai ekspektasi., sesuai harga rekomended",5
582,"Pembelian kedua di toko ini. sebelum nya 2 pcs sekarng, pesan 2 pcs kurang puas bahan nya beda bnget sama yg pemesanan pertama, gak sesuai expect",2
583,"oke, mudah2an aweet.. dikasih stiker + gantungan kunci. terima kasih",5
584,"Pejual ramah, pengiriman cepat, kaosnya bagus banget parah",5
585,"tidak ada minus, sesuai dengan pesanan",5
586,mantap dapat bonus gantungan kunci sama stiker,5
587,fast respon dan penjual ramah bgt,5
588,Thankssss bonusnya,5
589,"kualitas oke, bagus..",5
590,barang sesuai deskripsi,4
591,bahannya tebal krg nyerap keringat,3
592,mantap,5
593,"Barang sesuai, kualitas jahitan juga rapih, pengiriman cepat
mantappppp",5
594,"Mantap lah, bahan kaos adem dan halus",5
595,"keren, bahannya bagus. rencana mau beli lagi",5
596,"Bahanya adem, enak",5
597,mantap!,5
598,,5
599,"rada beda sih sama yang di display foto warna ijo tuanya,tp buat bahan oke banget",4
600,Nice,5
601,"Barang bagus dan respon cepat, baru transfer langsung dikirim beberapa jam kemudian
recomend seller",5
602,bahan bagus tp kayaknya ukuran lebarnya bukan di perut kebawah ya tp di pundak,5
603,mantabs,5
604,bagus,5
605,"cuttingnya bukan dropshouder/oversized, hanya seperti pakal kaos xxxl",4
606,"order 2x dalam 1 hari, mantap",5
607,ukuran xlnya kecil,3
608,Mantap. Dan pelayanan ok,5
609,"kualitas bahan tebal, keren + warna sesuai gambar..",5
610,kualitas oke harga mantap ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»,5
611,pembelian ke 5.......bahan kaos gak molor.......pemrosesan cepat.......packing ok bingit......sukses selalu,5
612,bahan bagus dan puas,5
613,"realpic, servide so so",5
614,mantap,5
615,pesen L datang XL,2
616,"terbaikk, bahan adem size XL nya juga enak pas untuk tinggi 167cm bb 67kg",5
617,"mantap repeat order kedua, cuman agak kotor bajunya",5
618,"barang cepat sampai, bahan adem, sesuai gambar..",5
619,nyaman banget,5
620,barang bagus sesuai pesanan. oke banget sih kalo repeat order,5
621,"sesuai picture,  ğŸ‘ğŸ‘ğŸ™",5
622,pass bgt pokonya bahan adem,5
623,Mantap bahan bagus fitmen pas,5
624,puas,5
625,mantap,5
626,nyaman digunakan tapi proses pengemasan lama. pesan dari minggu siang baru diproses selasa malam.,4
627,"WARNA YG DI PESAN TIDAK SESUAI SM YG DIKIRIM, KLO MEMANG WRNA NY TDK AD, KONFIRMASI DLU, JGN LNGSNG KIRIM",1
628,kualitas barang baik,5
629,"Mantap seller bahan tebel adem, pengiriman cepet. Free sticker and keychainğŸ˜ğŸ”¥ tenkiuu seller",5
630,"proses cepat, barang sesuai, mantap,,",5
631,"Kualitas bagus, Proses cepat, Recommended",5
632,"sangat worth it.. keren pokoknya.. saran klo bisa ada ukuran d atas xl kak.. soalnya aku tinggi 180, berat 90 kesannya hampir gk kek oversize.. after all smua keren.. dpt gantungan lgi ğŸ˜ğŸ˜",5
633,"Bahan Mantap, ukuran sesuai",5
634,mantab kaos nya uda tiba makasi min n dapet bonus juga,5
635,harga sesuai kualitas good ğŸ‘ğŸ»,5
636,gila ini si Kren banget.udah tebel bahanya enak lagi di pakenya next beli 3 lagi,5
637,Pengiriman the flash,5
638,"Bagus, bahan ok ga murahan",5
639,sesuai harga,5
640,"Pengiriman super cepat. Respon chat terbaik. Product material bagus, jahitan rapih. Sukses !!!!",5
641,Iseng beli jam 2 pagi langsung diproses waktu itu juga.. udah gila ni toko.. macam 911 stand by 24 jam kali ya..,5
642,"Bahan adem, halus. Moga stlh dicuci berkali2 ga menyusut... Thx",5
643,Joss mantap,5
644,"Bahan kaos adem dan lembut, warna putih bersih tidak ada cacat. Service bagus banget, pesen sore tetep dikirim di hari yg sama. Terima kasih banyak!",5
645,"proses pengiriman sangat cepat, seller ramah",5
646,lumayan,5
647,"bahannya adem, comfortable banget, 5 stars!",5
648,"Kaosnya bagus... Tapi mis di warna, beli ijo melon datengnya ijo tua, daripada ribet komplain wes pakai aja lah. Tapi next time tolong diperhatikan dengan teliti pesanan pelanggan",3
649,good job...,5
650,ukuran sama L tapi pas di bandingin beda langsung keduanya beda,3
651,bahan tebel mantep,5
652,"sesuai pesanan,mantap",5
653,Nice,5
654,Thank u so much ğŸ’•  dapet free gantungan kunci jg,5
655,"Bahan tebal jahitan rapi , dan barang sampai dengan aman dan cepat 
Untuk harga 60 rbuan sangat better lah, pesan XL untuk tb 170 bb 75 sangat cocok",5
656,Bahan biasa saja,3
657,"EUG UDAH TRANSAKSI LEBIH DARI SEKALI DITOKO INI, DAN GAK PERNAH NYESEL!!! 

BAHANNYA SUGAB!!! 

BRAVO BUAT KALIAN!!!",5
658,Bahannya nyaman.,5
659,bahan tidak terlalu tipis,5
660,ğŸ‘ğŸ»ğŸ‘ğŸ»ğŸ‘ğŸ»,5
661,ğŸ‘ğŸ‘,5
662,"dipake nyaman, bahannya halus, gk tebel banget, untuk bb 80 tinggi 170 size XL cocok lah, apalagi klo pinter mix n match outfit.",5
663,Baguuuuusss banget tebel dan bahannya nyerep keringet.. ga keliatan kaos 70rb deh pokoknyaâ€¦ love bangeeet,5
664,pengiriman super2 cepat...pelayanan cepat...barang nya ssuai pesanan...pokok nya mantap,5
665,Bagus,5
666,mantap sesuai pesanan.,5
667,"Bahan kaosnya bagus gak transparan kainnya sesuai dengan deskripsi pakai 24s, pemakaiannya nyaman gak panas",5
668,Gila amanah bgt seller nya bahannya juga bagus,5
669,"kaos hitamnya bagus banget, sama kayak kulkas LG yang beli di BaBang Elektronik. Hitam glossy elegant gitu.",5
670,ok,5
671,bagus banget,5
672,ğŸ‘ğŸ‘ğŸ‘,5
673,"mantap, seller ramah
barang datang sesuai pesanan",5
674,Bahannya sesuai deskripsi daaanâ€¦. Bagus.,5
675,ok bagus,5
676,respon baik...barang kurang 1 langsung di folow up...moga lancar terus ya usahanya,5
677,,5
678,"Yg jual kurang gercep, lama bnget prosesnya, maksimal tgl 2 harusnya udah sampe, ini tgl 3 baru sampe",3
679,"Wah diluar ekspektasi, keren si ini asli dah, tenkiu seller",5
680,okeğŸ¤£ğŸ¤£ğŸ¤£,5
681,"Barang ganteng bos, sesuai ekspektasi lah!",5
682,"Mantep banget, ukuran nya pas banget nggak kegedean",5
683,Setelah dicuciâ€¦â€¦ menyusut semuaaa. kaos oversize pun jd agak ngatungğŸ˜… ketebalan bahan cukup baik dan nyaman.,3
684,"mantapp bang,bener2 oversize",5
685,"Bahannya bagus, aslik!",5
686,mantap,5
687,size L pas buat tinggi 170 bb 75 kg ğŸ‘ğŸ‘,5
688,Bagian belakang kok sobek begini ya? Apa ga dicek dulu sebelum kirim? Sia sia beli disini,1
689,"beli ukuran L ternyata lumayan gede juga, bahan bagus pengiriman cepat makasih yaa",5
690,"Yg maroon wine ini ga sesuai ekspektasi sih, lebih mirip terracotta drpd maroon tp ok lah",5
691,"Ukurannya pas, bahannya bagus. Semoga tahab lama",5
692,sangat bagus bahan tebal adem,5
693,mantab..udh 2x order semua sesuai,5
694,puas bgt sama barang nya,5
695,"beli 2 kaos, 22nya ukuran L tapi pas nyampe 22nya beda",3
696,Asli mantap bahan kaosnya ga tipis&#34; aman masih rekomended lah produknya next order warna lain,5
697,mantap..,5
698,Bagusssssssssssssss,5
699,"cukup bagus, proses cepat",5
700,Bahannya lebih halus yg pocket,4
701,"untuk produk gak ada masalah. Cuma pengiriman ekspedisi &#34;A&#34; ini yang masalah, LAMA BANGET. Kayaknya jadi pelajaran, apapun layanannya, mau berbayar atau free ongkir, kalau yang nanganin layanan antar &#34;A&#34; ini mending cari yang lain, nggak banget.",4
702,sesuai pesanan,4
703,"work it banget 
keliatan oversize nya",5
704,Definitely will order again,5
705,KEREN MURAH TAPI GA MURAHAN!!!!,5
706,,5
707,Bagus,5
708,good job...,5
709,Bagus sih cuma ada jaritan yg kurang rapi dan lobang gini,4
710,"yuhuuuuu, bahan kualiatas harga mantep bener. next order disini lagiğŸ¤Ÿ",5
711,,4
712,"proses lumayan lama, tapi oke untuk produknya",4
713,"sangat bagus keren sesuai deskripsi
tks....",5
714,keren!,5
715,"keren,gw suka bgt,bahan bgs,next gw order lagi yg warna hitam,Pertahankan kualitas ya,thx",5
716,lumayan,5
717,Barang sesuai deskripsi sippppp,5
718,mantap bahanya bagus,5
719,Produknya bagus bahan bagus cuma syang masih ada benang benang,5
720,cucok,5
721,puas banget,5
722,ini yang di cari,5
723,bagus ğŸ‘ğŸ˜ğŸ˜,5
724,bahan nya  saja tdk sesuai ekspektasi,4
725,solusi biar ga keliatan kurus2 amat,5
726,mantep bagussssss nuhun bang,5
727,Nice !!!,5
728,Mantap bajunya,5
729,"bagus ,pokoknya bagus",4
730,Pengiriman nya cpt. Berikut foto produk. Bagus ğŸ˜„,5
731,lama,1
732,Nanti beli lagi ah,5
733,bahan bagus. beli yg kegedean  .tpi its ok,5
734,"barang bagus sesuai deskripsi. bahannya lembut, ukurannya pas",5
735,"kalo barang bagus 
tapi paketnya dikirim ga sesuai alamat  nyasar ke tetangga",5
736,bahan adem.. warna sesuai dg gambar.. cmn ada sdkit jahitan d lengan yg lepas.. gak sbrp pengaruh .. ,5
737,"never thought it would be this good! bahan bagus dan ukurannya pas untuk kaos oversize. bukan yg jadinya pake kaos kegedean ğŸ˜…

recommended sangat!
",5
738,ğŸ¥°,5
739,kereeeen,5
740,ga nyangka kaosnua super2 nyaman,5
741,,5
742,"bahan oke dan cutting size tshirt pas , thanks ",5
743,"pengiriman lama, barang bagus ",3
744,barang sesuai pesanan,5
745,,5
746,"respon cepat, kaosnya bagus menyerap keringat terima kasih",5
747,"Mantab, recommended seller ğŸ˜ğŸ‘",5
